uo_method,scaler_method,imbalance_ratio,classifier,sampler_seed,feat_col_list,date_time,dataset,precision_score_min,precision_score_max,precision_score_avg,precision_score_std,recall_score_min,recall_score_max,recall_score_avg,recall_score_std,f1_score_min,f1_score_max,f1_score_avg,f1_score_std,rocauc_min,rocauc_max,rocauc_avg,rocauc_std,prauc_min,prauc_max,prauc_avg,prauc_std,accuracy_min,accuracy_max,accuracy_avg,accuracy_std,n_thresholds_min,n_thresholds_max,SVC_C,SVC_kernel,SVC_max_iter,SVC_verbose,RidgeClassifier_alpha,XGB_alpha,XGB_eta,XGB_eval_metric,XGB_lambda,XGB_max_depth,XGB_objective,XGB_scale_pos_weight,XGB_seed,KNeighborsClassifier_metric,KNeighborsClassifier_n_neighbors,KNeighborsClassifier_weights,LogisticRegression_class_weight,LogisticRegression_l1_ratio,LogisticRegression_max_iter,LogisticRegression_penalty,LogisticRegression_solver,SGDClassifier_eta0,SGDClassifier_fit_intercept,SGDClassifier_l1_ratio,SGDClassifier_learning_rate,SGDClassifier_loss,SGDClassifier_penalty,RandomForestClassifier_bootstrap,RandomForestClassifier_class_weight,RandomForestClassifier_criterion,RandomForestClassifier_max_depth,RandomForestClassifier_min_samples_leaf,RandomForestClassifier_min_samples_split,RandomForestClassifier_n_estimators,SVC_degree
random_under_bootstrap,standard,0.1,lr,20396804,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0.166666667,0.075555556,0.065696647,0,0.007824726,0.002141314,0.002913854,0,0.014947683,0.004126708,0.005557861,0.626778746,0.663902447,0.649148224,0.014085218,0.098255375,0.122007362,0.111492347,0.008294557,0.921763562,0.932192513,0.926088329,0.00377078,9220,9350,,,,,,,,,,,,,,,,,,,20000,none,saga,,,,,,,,,,,,,,
smote,standard,0.7,ridge,235657,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.103975535,0.139194139,0.123323541,0.012893868,0.230446927,0.328530259,0.289052,0.035363806,0.149911817,0.195540309,0.172624646,0.018227764,0.64094728,0.67575251,0.660213852,0.014540441,0.100487294,0.126669162,0.114075399,0.009750033,0.793796791,0.804408904,0.798605052,0.003604512,9220,9350,,,,,0.406535489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.5,sgd,28103556,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.027777778,0.15,0.10381429,0.044796197,0.005586592,0.051643192,0.023976744,0.017257293,0.009302326,0.074829932,0.037897754,0.02482032,0.554890201,0.713076361,0.637828304,0.059506694,0.079734963,0.132296308,0.108523946,0.019723336,0.907931705,0.926631016,0.9149039,0.006372468,9220,9350,,,,,,,,,,,,,,,,,,,,,,0.383981498,FALSE,0.988129013,adaptive,squared_hinge,l1,,,,,,,,
smote,standard,1,knn,8484224,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.206086669,0.248518519,0.228959689,0.014798488,0.96685879,0.984202212,0.97410686,0.006637682,0.340809628,0.395403654,0.370483026,0.019038194,0.950952102,0.959378825,0.955829234,0.002914497,0.733832039,0.772258536,0.755587973,0.01265485,0.742245989,0.777729636,0.758238414,0.013164453,17,17,,,,,,,,,,,,,,euclidean,16,uniform,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.1,svm,15358839,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0,0,0,0,0,0,0,0,0,0,0,0.613750914,0.738242609,0.685411618,0.043246407,0.133460122,0.19981555,0.164134152,0.025186205,0.922628053,0.932299465,0.927041451,0.003766715,9220,9344,0.11,rbf,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,standard,0.5,lr,17399166,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.111804613,0.162212554,0.132397735,0.017207068,0.650868878,0.752161383,0.69068722,0.034323405,0.190829088,0.266871166,0.222009218,0.025891734,0.681170508,0.774947632,0.720315057,0.032778893,0.119351906,0.177222669,0.141147854,0.021291271,0.607953317,0.689341421,0.644534717,0.027365057,9220,9350,,,,,,,,,,,,,,,,,balanced,,20000,l2,saga,,,,,,,,,,,,,,
random_under,minmax,0.5,nb,16742772,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.110714993,0.150658617,0.124902411,0.013682802,0.707740916,0.876080692,0.81027365,0.062370805,0.196554149,0.253112033,0.215923475,0.019938829,0.700683834,0.777907024,0.739717134,0.027488477,0.115611419,0.195323109,0.156430863,0.027178451,0.504553339,0.649046794,0.567030549,0.057300563,9194,9320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adasyn,standard,0.7,nb,24156635,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.096847636,0.128134297,0.111686776,0.010342643,0.868544601,0.900837989,0.881337809,0.013714155,0.174365442,0.223333333,0.198073001,0.016215791,0.693952059,0.77738942,0.735776121,0.028955682,0.109711787,0.198904914,0.154525763,0.029494784,0.423492544,0.545710572,0.476657145,0.042978002,9182,9336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.1,knn,22222754,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.546632124,0.640221402,0.593942964,0.034157815,1,1,1,0,0.706867672,0.780652418,0.744671723,0.026986144,0.992486896,0.993607788,0.993159227,0.000375327,0.916015625,0.932129514,0.925770943,0.005894097,0.943850267,0.957700651,0.950038921,0.004853177,495,656,,,,,,,,,,,,,,euclidean,2,distance,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.7,svm,6702789,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.153609831,0.21280908,0.18398892,0.021823023,0.631911532,0.75648415,0.680356025,0.047657881,0.247142416,0.332173363,0.289498611,0.031290846,0.771865946,0.83488716,0.800811071,0.023018162,0.167500015,0.243990006,0.20995808,0.026805659,0.738815647,0.771338821,0.755671798,0.01413302,9219,9349,2.53,rbf,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adasyn,standard,0.8,rf,12387108,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.978843441,0.993720565,0.986081852,0.006264458,0.998559078,1,0.999432486,0.000695201,0.989293362,0.996850394,0.992702026,0.003171524,0.999992068,1,0.999997737,2.94E-06,0.999908544,1,0.999973332,3.36E-05,0.998373102,0.999572193,0.998917603,0.000491434,5700,6424,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced,entropy,296,3,5,270,
,standard,0.5,sgd,30205591,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.025109378,0.098106713,0.065414537,0.025274795,0.190201729,0.630331754,0.461714959,0.151532577,0.044362292,0.169787234,0.113968852,0.04239942,0.276350244,0.644720119,0.460543638,0.125329764,0.047796338,0.100704941,0.070426531,0.020205843,0.321986123,0.589799006,0.45768554,0.10880929,9220,9350,,,,,,,,,,,,,,,,,,,,,,1.404555619,FALSE,0.158258927,invscaling,squared_hinge,l1,,,,,,,,
random_under,minmax,0.7,svm,3622378,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.186466165,0.24015748,0.218722408,0.019657825,0.192488263,0.515850144,0.301181714,0.119785716,0.191063174,0.324128565,0.246132437,0.046601226,0.730715761,0.806519152,0.764071643,0.028015015,0.14576674,0.231294787,0.192886491,0.028384681,0.838279896,0.897441457,0.870912614,0.022947727,9220,9350,0.49,poly,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
random_under,standard,1,svm,10908136,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.090490798,0.109381573,0.10339849,0.007026806,0.737089202,0.772334294,0.749475081,0.012101984,0.16139511,0.190895742,0.181643729,0.011054041,0.639426582,0.675163011,0.661561376,0.014093726,0.105034524,0.128187425,0.117104234,0.009619104,0.47540107,0.529163053,0.506758772,0.018874112,9220,9350,0.01,sigmoid,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,standard,0.7,xgb,26922163,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.192342753,0.274851485,0.228736334,0.031606071,1,1,1,0,0.322629969,0.431189811,0.371241683,0.041596162,0.969101401,0.976559361,0.972756992,0.002694144,0.530296008,0.628157465,0.586611089,0.034093902,0.715721925,0.801668111,0.74969092,0.034591453,9207,9335,,,,,,0,0.3,error,3,42,binary:logistic,13,17385,,,,,,,,,,,,,,,,,,,,,,
,minmax,1,rf,30781835,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.629526462,0.815344603,0.71938247,0.068888655,0.975504323,0.990521327,0.981900322,0.005984041,0.765669113,0.894436519,0.828702379,0.047748035,0.991009531,0.997032908,0.993754858,0.002252076,0.897710594,0.943230208,0.916985784,0.017209864,0.95504766,0.984171123,0.969578001,0.010754566,6567,7402,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,balanced,entropy,340,5,2,115,
random_under,minmax,0.5,lr,22078734,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.112591787,0.162162162,0.132780978,0.016978103,0.654028436,0.752161383,0.690742763,0.033546131,0.192111369,0.266802964,0.222553052,0.025515664,0.681848548,0.775901834,0.721195038,0.032887749,0.119636328,0.177759059,0.141567712,0.021420473,0.60816944,0.689233102,0.645680472,0.027285264,9220,9350,,,,,,,,,,,,,,,,,balanced,,20000,none,lbfgs,,,,,,,,,,,,,,
random_under,standard,0.1,lr,13768148,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.109677419,0.158253329,0.130869073,0.01620239,0.644549763,0.736311239,0.682535295,0.031112622,0.187456926,0.260514912,0.219445907,0.024354642,0.675659817,0.766664776,0.716000353,0.032482401,0.11695894,0.171528348,0.138480318,0.020127741,0.605575967,0.685766898,0.64352999,0.027894102,9220,9350,,,,,,,,,,,,,,,,,balanced,,20000,l2,lbfgs,,,,,,,,,,,,,,
random_over,standard,0.1,sgd,2125881,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0.113823103,0.073724003,0.038734331,0,0.74301676,0.564526685,0.286614559,0,0.197194892,0.130246621,0.067910738,0.486053171,0.71985931,0.579047336,0.085645948,0.066498564,0.537586655,0.184170629,0.177975913,0.369461854,0.92482669,0.558330442,0.196429684,1,9350,,,,,,,,,,,,,,,,,,,,,,1.400722641,FALSE,0.476151282,invscaling,modified_huber,l1,,,,,,,,
random_over,standard,0.3,nb,253600,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.115326633,0.154832936,0.131412193,0.013353709,0.723004695,0.822625698,0.765677153,0.042365003,0.199002818,0.256549679,0.223968478,0.01932242,0.697507603,0.779431232,0.738990917,0.028257927,0.111321765,0.198881582,0.155469293,0.028890475,0.536416685,0.674176776,0.610010659,0.045995283,9180,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.7,knn,18150744,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.210508813,0.252639243,0.236494585,0.015645022,1,1,1,0,0.347802198,0.403371113,0.382263531,0.020607329,0.999530847,1,0.999847672,0.000180194,0.994301994,1,0.998148593,0.002175092,0.746096257,0.777621317,0.763948909,0.012859832,7220,7745,,,,,,,,,,,,,,euclidean,20,distance,,,,,,,,,,,,,,,,,,,
smote,standard,0.8,xgb,11087327,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.992846924,0.996879875,0.995306639,0.001337807,1,1,1,0,0.996410625,0.9984375,0.997647349,0.000672461,1,1,1,0,1,1,1,0,0.999458406,0.999783174,0.999654232,0.000106279,9215,9346,,,,,,1.5,0.3,error,0.5,36,binary:logistic,13,26014,,,,,,,,,,,,,,,,,,,,,,
smote,standard,0.3,sgd,33398515,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.094363257,0.121357112,0.108138292,0.008550726,0.714060032,0.804034582,0.752583344,0.032929833,0.1666974,0.210884354,0.189059524,0.014015712,0.647556242,0.713698144,0.67594449,0.026117794,0.101842941,0.138474918,0.120332059,0.013003622,0.504121475,0.560602775,0.528299223,0.021862124,9220,9350,,,,,,,,,,,,,,,,,,,,,,1.726396709,FALSE,0.024632411,invscaling,log,l2,,,,,,,,
,minmax,1,ridge,6890035,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0,0,0,0,0,0,0,0,0,0,0,0.637410221,0.670178633,0.655788367,0.014883049,0.100165486,0.127297954,0.114985695,0.010173291,0.922628053,0.932299465,0.926933095,0.003765023,9220,9350,,,,,1.72700457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smote,minmax,1,svm,19703191,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.075729927,0.085641736,0.081324069,0.003995564,0.518156425,0.534582133,0.527016812,0.006969134,0.132191917,0.147632312,0.140868798,0.006086909,0.528669487,0.554972043,0.543680055,0.009018268,0.078793235,0.096599326,0.087590887,0.006253029,0.519342987,0.537967914,0.531190164,0.006921869,9220,9350,0.57,sigmoid,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.5,ridge,16450544,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.078947368,0.215488215,0.156767945,0.044804446,0.025139665,0.126760563,0.076409429,0.033666845,0.038135593,0.148487626,0.101265681,0.037997318,0.628075988,0.719305883,0.6710226,0.03595063,0.099427293,0.14239895,0.120704699,0.016259135,0.899284475,0.90973262,0.904242851,0.003624734,9220,9350,,,,,0.307540391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,standard,1,rf,12159093,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.895483871,0.969372129,0.936571472,0.028328402,1,1,1,0,0.944860449,0.9844479,0.967025098,0.015170147,0.999996958,1,0.999998823,1.19E-06,0.999963356,1,0.999985797,1.44E-05,0.991214751,0.997860963,0.994934569,0.002514113,5442,6436,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced,gini,218,5,2,374,
,standard,0.8,knn,21068155,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,2,2,,,,,,,,,,,,,,manhattan,6,distance,,,,,,,,,,,,,,,,,,,
adasyn,standard,0.3,nb,16519185,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.113267039,0.152620909,0.129009476,0.013536571,0.737756714,0.811239193,0.772387009,0.03146026,0.196383516,0.254159633,0.220802857,0.019909129,0.694914932,0.780070433,0.737948978,0.029627619,0.110310023,0.201464641,0.156527568,0.030255286,0.545926086,0.664969671,0.599786845,0.038348899,9184,9336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,0.1,knn,28600617,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,1,0.610714286,0.376679911,0,0.007204611,0.00467475,0.002518776,0,0.014245014,0.009271401,0.004992757,0.82356125,0.874652596,0.846499078,0.018376228,0.242506305,0.349898843,0.297418164,0.038522359,0.923060298,0.932299465,0.927236266,0.00374447,12,15,,,,,,,,,,,,,,manhattan,24,uniform,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.5,nb,22246206,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.103569339,0.141237368,0.119414491,0.012571713,0.825648415,0.872905028,0.848394567,0.018921643,0.184375,0.241212376,0.209061249,0.018899256,0.701079821,0.780599935,0.740934136,0.027476675,0.112814774,0.200084558,0.156969218,0.028766708,0.459152799,0.609510399,0.527856715,0.050633234,9180,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adasyn,minmax,0.7,svm,10339274,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0.178451178,0.126884851,0.065381077,0,0.763688761,0.480539427,0.264775922,0,0.28930131,0.200193381,0.104197316,0.675493456,0.780946411,0.729041441,0.037788008,0.113997532,0.174648294,0.142286565,0.023671185,0.717937608,0.922628053,0.780049877,0.074681558,9220,9350,1.07,linear,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adasyn,standard,0.7,knn,17915204,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.242101106,0.277800744,0.263245805,0.013585523,0.965083799,0.976525822,0.969899062,0.003835032,0.387361769,0.431737873,0.413903133,0.016799945,0.951608305,0.961954372,0.95702813,0.003506852,0.694364289,0.759661377,0.722266173,0.021047922,0.792620321,0.80813449,0.799698238,0.005827232,15,15,,,,,,,,,,,,,,manhattan,14,uniform,,,,,,,,,,,,,,,,,,,
random_over,standard,0.3,knn,13479128,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.268382353,0.321247892,0.301734579,0.021092214,0.461295419,0.548991354,0.50142955,0.032314296,0.339337594,0.405319149,0.376397412,0.022868478,0.843786029,0.880188451,0.859274535,0.014036802,0.285664082,0.375512533,0.337355383,0.031442601,0.877385082,0.880477223,0.879041875,0.001119202,18,18,,,,,,,,,,,,,,chebyshev,17,uniform,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.1,nb,21981474,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.120294599,0.210494931,0.176075131,0.030653681,0.156494523,0.508645533,0.358444095,0.140176751,0.158490566,0.297764656,0.227705895,0.053852081,0.699397103,0.781574811,0.741565574,0.027999418,0.112063533,0.201361294,0.156963368,0.029101363,0.79978308,0.896357329,0.830065766,0.03534266,9178,9337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,standard,0.8,knn,14063685,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.188729875,0.238242362,0.214159941,0.019344569,1,1,1,0,0.317531979,0.384807319,0.35235255,0.0262376,0.999882712,1,0.99996483,4.69E-05,0.998563218,1,0.999568759,0.000574816,0.708983957,0.759640381,0.730751749,0.021544022,7232,7789,,,,,,,,,,,,,,manhattan,23,distance,,,,,,,,,,,,,,,,,,,
,standard,0.5,svm,26462236,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,1,0.325,0.384057287,0,0.001564945,0.000880503,0.000721042,0,0.003125,0.001752199,0.00143548,0.583870271,0.673361099,0.634920369,0.029741928,0.089547432,0.145341046,0.124535813,0.019040523,0.921979684,0.932299465,0.92693346,0.003945531,9220,9350,0.85,poly,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
adasyn,minmax,1,lr,28300533,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.107269954,0.152483299,0.127270039,0.014671606,0.653631285,0.75648415,0.690371416,0.035932767,0.184804029,0.253807107,0.214769097,0.022502892,0.6740937,0.765269084,0.711746112,0.032831149,0.114824692,0.167161398,0.135470309,0.019050082,0.601818182,0.665619584,0.630077423,0.023828966,9220,9350,,,,,,,,,,,,,,,,,,0.537842286,20000,elasticnet,saga,,,,,,,,,,,,,,
,standard,0.5,rf,4611678,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.992846924,0.9984375,0.995341545,0.001829853,1,1,1,0,0.996410625,0.999218139,0.997664492,0.000918835,1,1,1,0,1,1,1,0,0.999458406,0.999891587,0.999654302,0.000143666,5229,6092,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced_subsample,entropy,486,1,8,499,
smote,minmax,0.3,knn,8095821,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.45890411,0.496669838,0.48038129,0.014501854,0.710893855,0.752161383,0.72920628,0.014318098,0.564720048,0.598280802,0.579016819,0.011502875,0.945354141,0.955317151,0.951304026,0.003272746,0.677228016,0.713691882,0.695997162,0.015730521,0.919926518,0.925454545,0.922747031,0.001913851,7,7,,,,,,,,,,,,,,chebyshev,6,uniform,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.7,xgb,20225932,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.126095618,0.179885951,0.149600657,0.019182787,1,1,1,0,0.223951884,0.304920914,0.259783459,0.028886993,0.951673498,0.959979148,0.955640645,0.002647546,0.472890892,0.502559866,0.492475706,0.010390929,0.530802139,0.657279029,0.579934471,0.045699701,9207,9329,,,,,,3,0.1,error,3,46,binary:logistic,88,1836,,,,,,,,,,,,,,,,,,,,,,
smote,standard,0.5,xgb,18342226,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.131355053,0.164884771,0.148203096,0.01121589,1,1,1,0,0.232208364,0.283091984,0.257981648,0.017018248,0.910278531,0.942525803,0.928279055,0.011484822,0.421847809,0.540890685,0.469091224,0.045842659,0.54938405,0.619259099,0.579256929,0.025934774,9131,9277,,,,,,1.5,0.1,aucpr,3,6,binary:logistic,80,19489,,,,,,,,,,,,,,,,,,,,,,
smote,minmax,0.5,nb,26520553,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.105273959,0.142820903,0.121327036,0.012517107,0.807511737,0.857348703,0.827975626,0.022421352,0.186342172,0.242881795,0.211374836,0.018853528,0.696840859,0.781084377,0.739979242,0.028941856,0.111624878,0.204562308,0.159245929,0.030484752,0.488869678,0.619800693,0.546181831,0.043893276,9187,9336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.3,xgb,4517739,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,4.97E-17,1,1,1,0,9212,9340,,,,,,1,0.7,aucpr,0.5,45,binary:logistic,7,10130,,,,,,,,,,,,,,,,,,,,,,
random_under,minmax,0.1,nb,3238833,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.08988764,0.22002635,0.163937458,0.042076278,0.050552923,0.557636888,0.367471914,0.17837996,0.06471183,0.30198915,0.218501593,0.082147025,0.700365232,0.780207555,0.740770581,0.027745677,0.113154535,0.200377929,0.15739302,0.028823507,0.773427332,0.901069519,0.827221069,0.04648254,9185,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,0.5,svm,18668799,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.019259259,0.043478261,0.031277643,0.0079723,0.018731988,0.042253521,0.03049841,0.007799421,0.018991965,0.042857143,0.030882266,0.007883341,0.380681959,0.446287031,0.426013753,0.024895837,0.056212689,0.062987801,0.059116398,0.002546906,0.852820402,0.87026738,0.860350065,0.007721978,9220,9350,2.81,sigmoid,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smote,standard,0.8,sgd,18289741,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.025163094,0.109911466,0.085237086,0.030838032,0.194524496,0.710893855,0.594573572,0.200368677,0.044561809,0.190387133,0.149019212,0.053361655,0.243088366,0.688875635,0.561015057,0.161103845,0.045914556,0.122512302,0.094882526,0.026340558,0.372941941,0.57828877,0.494322787,0.068148584,9220,9350,,,,,,,,,,,,,,,,,,,,,,0,FALSE,0.566420366,optimal,squared_loss,l1,,,,,,,,
