unix_date,date,case_tool_54,failed,failed_tools
1548261510,2019-01-23 11:38:00,9,,
1548261638,2019-01-23 11:40:00,9,,
1548261767,2019-01-23 11:42:00,9,,
1548261895,2019-01-23 11:44:00,9,,
1548262023,2019-01-23 11:47:00,9,,
1548262151,2019-01-23 11:49:00,9,,
1548262279,2019-01-23 11:51:00,9,,
1548262407,2019-01-23 11:53:00,9,,
1548262535,2019-01-23 11:55:00,9,,
1548262663,2019-01-23 11:57:00,9,,
1548262791,2019-01-23 11:59:00,9,,
1548262919,2019-01-23 12:01:00,9,,
1548263047,2019-01-23 12:04:00,9,,
1548263175,2019-01-23 12:06:00,9,,
1548263303,2019-01-23 12:08:00,9,,
1548263432,2019-01-23 12:10:00,9,1,13
1548263559,2019-01-23 12:12:00,9,1,13
1548263688,2019-01-23 12:14:00,9,1,13
1548263815,2019-01-23 12:16:00,9,1,13
1548263944,2019-01-23 12:19:00,9,1,13
1548264072,2019-01-23 12:21:00,9,1,13
1548264203,2019-01-23 12:23:00,9,1,13
1548264331,2019-01-23 12:25:00,9,1,13
1548264460,2019-01-23 12:27:00,9,1,13
1548264588,2019-01-23 12:29:00,9,1,13
1548264715,2019-01-23 12:31:00,9,1,13
1548264960,2019-01-23 12:36:00,9,1,13
1548265088,2019-01-23 12:38:00,9,1,13
1548265543,2019-01-23 12:45:00,9,1,13
1548265671,2019-01-23 12:47:00,9,1,13
1548266098,2019-01-23 12:54:00,9,2,2 6 8 11 22 32 36 37 54 57 
1548266387,2019-01-23 12:59:00,9,2,1 2 6 11 22 23 32 36 37 54 57 
1548266515,2019-01-23 13:01:00,9,,
1548266644,2019-01-23 13:04:00,9,,
1548266772,2019-01-23 13:06:00,9,,
1548266900,2019-01-23 13:08:00,9,,
1548267028,2019-01-23 13:10:00,9,,
1548267156,2019-01-23 13:12:00,9,,
1548267284,2019-01-23 13:14:00,9,,
1548267412,2019-01-23 13:16:00,9,,
1548267541,2019-01-23 13:19:00,9,,
1548267669,2019-01-23 13:21:00,9,,
1548267797,2019-01-23 13:23:00,9,,
1548267925,2019-01-23 13:25:00,9,,
1548268269,2019-01-23 13:31:00,9,,
1548268401,2019-01-23 13:33:00,9,,
1548268529,2019-01-23 13:35:00,9,,
1548268658,2019-01-23 13:37:00,9,,
1548268786,2019-01-23 13:39:00,9,,
1548268914,2019-01-23 13:41:00,9,,
1548269042,2019-01-23 13:44:00,9,,
1548269170,2019-01-23 13:46:00,9,,
1548269298,2019-01-23 13:48:00,9,,
1548269426,2019-01-23 13:50:00,9,,
1548269554,2019-01-23 13:52:00,9,,
1548269691,2019-01-23 13:54:00,9,,
1548269819,2019-01-23 13:56:00,9,,
1548269955,2019-01-23 13:59:00,9,,
1548270083,2019-01-23 14:01:00,9,,
1548270211,2019-01-23 14:03:00,9,,
1548270339,2019-01-23 14:05:00,9,,
1548270467,2019-01-23 14:07:00,9,,
1548270595,2019-01-23 14:09:00,9,,
1548270723,2019-01-23 14:12:00,9,,
1548270851,2019-01-23 14:14:00,9,,
1548270979,2019-01-23 14:16:00,9,,
1548271107,2019-01-23 14:18:00,9,,
1548271235,2019-01-23 14:20:00,9,,
1548271379,2019-01-23 14:22:00,9,,
1548271507,2019-01-23 14:25:00,9,,
1548271635,2019-01-23 14:27:00,9,,
1548271763,2019-01-23 14:29:00,9,,
1548271891,2019-01-23 14:31:00,9,,
1548272019,2019-01-23 14:33:00,9,,
1548272147,2019-01-23 14:35:00,9,,
1548272275,2019-01-23 14:37:00,9,,
1548272403,2019-01-23 14:40:00,9,,
1548272532,2019-01-23 14:42:00,9,,
1548272660,2019-01-23 14:44:00,9,,
1548272788,2019-01-23 14:46:00,9,,
1548272916,2019-01-23 14:48:00,9,,
1548273044,2019-01-23 14:50:00,9,,
1548273173,2019-01-23 14:52:00,9,,
1548273301,2019-01-23 14:55:00,9,,
1548273429,2019-01-23 14:57:00,9,,
1548273557,2019-01-23 14:59:00,9,,
1548273685,2019-01-23 15:01:00,9,,
1548273813,2019-01-23 15:03:00,9,,
1548273941,2019-01-23 15:05:00,9,,
1548274070,2019-01-23 15:07:00,9,,
1548274197,2019-01-23 15:09:00,9,,
1548274326,2019-01-23 15:12:00,9,,
1548274454,2019-01-23 15:14:00,9,,
1548274582,2019-01-23 15:16:00,9,,
1548274710,2019-01-23 15:18:00,9,,
1548274838,2019-01-23 15:20:00,9,,
1548274966,2019-01-23 15:22:00,9,,
1548275094,2019-01-23 15:24:00,9,,
1548275222,2019-01-23 15:27:00,9,,
1548275351,2019-01-23 15:29:00,9,,
1548275478,2019-01-23 15:31:00,9,,
1548275607,2019-01-23 15:33:00,9,,
1548275735,2019-01-23 15:35:00,9,,
1548275863,2019-01-23 15:37:00,9,,
1548275991,2019-01-23 15:39:00,9,,
1548276120,2019-01-23 15:42:00,9,,
1548276247,2019-01-23 15:44:00,9,,
1548276375,2019-01-23 15:46:00,9,,
1548276504,2019-01-23 15:48:00,9,,
1548276632,2019-01-23 15:50:00,9,,
1548276760,2019-01-23 15:52:00,9,,
1548276888,2019-01-23 15:54:00,9,,
1548277016,2019-01-23 15:56:00,9,,
1548277144,2019-01-23 15:59:00,9,,
1548277272,2019-01-23 16:01:00,9,,
1548277400,2019-01-23 16:03:00,9,,
1548277528,2019-01-23 16:05:00,9,,
1548277656,2019-01-23 16:07:00,9,,
1548277785,2019-01-23 16:09:00,9,,
1548277913,2019-01-23 16:11:00,9,,
1548278041,2019-01-23 16:14:00,9,,
1548278169,2019-01-23 16:16:00,9,,
1548278297,2019-01-23 16:18:00,9,,
1548278425,2019-01-23 16:20:00,9,,
1548278553,2019-01-23 16:22:00,9,,
1548278681,2019-01-23 16:24:00,9,,
1548278809,2019-01-23 16:26:00,9,,
1548278937,2019-01-23 16:28:00,9,,
1548279065,2019-01-23 16:31:00,9,,
1548279193,2019-01-23 16:33:00,9,,
1548279320,2019-01-23 16:35:00,9,,
1548279448,2019-01-23 16:37:00,9,,
1548279577,2019-01-23 16:39:00,9,,
1548279705,2019-01-23 16:41:00,9,,
1548280056,2019-01-23 16:47:00,9,,
1548280184,2019-01-23 16:49:00,9,,
1548280312,2019-01-23 16:51:00,9,,
1548280440,2019-01-23 16:54:00,9,,
1548280568,2019-01-23 16:56:00,9,,
1548280696,2019-01-23 16:58:00,9,,
1548280824,2019-01-23 17:00:00,9,,
1548280953,2019-01-23 17:02:00,9,,
1548281080,2019-01-23 17:04:00,9,,
1548281208,2019-01-23 17:06:00,9,,
1548281336,2019-01-23 17:08:00,9,,
1548281464,2019-01-23 17:11:00,9,,
1548281592,2019-01-23 17:13:00,9,,
1548281720,2019-01-23 17:15:00,9,,
1548281848,2019-01-23 17:17:00,9,,
1548281976,2019-01-23 17:19:00,9,,
1548282104,2019-01-23 17:21:00,9,,
1548282233,2019-01-23 17:23:00,9,,
1548282360,2019-01-23 17:26:00,9,,
1548283828,2019-01-23 17:50:00,9,,
1548283957,2019-01-23 17:52:00,9,,
1548284086,2019-01-23 17:54:00,9,,
1548284213,2019-01-23 17:56:00,9,,
1548284342,2019-01-23 17:59:00,9,,
1548284470,2019-01-23 18:01:00,9,,
1548284598,2019-01-23 18:03:00,9,,
1548284726,2019-01-23 18:05:00,9,,
1548284854,2019-01-23 18:07:00,9,,
1548284982,2019-01-23 18:09:00,9,,
1548285110,2019-01-23 18:11:00,9,,
1548285238,2019-01-23 18:13:00,9,,
1548285366,2019-01-23 18:16:00,9,,
1548285495,2019-01-23 18:18:00,9,,
1548285623,2019-01-23 18:20:00,9,,
1548285751,2019-01-23 18:22:00,9,,
1548285879,2019-01-23 18:24:00,9,,
1548286007,2019-01-23 18:26:00,9,,
1548286135,2019-01-23 18:28:00,9,,
1548286263,2019-01-23 18:31:00,9,,
1548286391,2019-01-23 18:33:00,9,,
1548286519,2019-01-23 18:35:00,9,,
1548286647,2019-01-23 18:37:00,9,,
1548286775,2019-01-23 18:39:00,9,,
1548286903,2019-01-23 18:41:00,9,,
1548287031,2019-01-23 18:43:00,9,,
1548287159,2019-01-23 18:45:00,9,,
1548287287,2019-01-23 18:48:00,9,,
1548287415,2019-01-23 18:50:00,9,,
1548287543,2019-01-23 18:52:00,9,,
1548287671,2019-01-23 18:54:00,9,,
1548287799,2019-01-23 18:56:00,9,,
1548287927,2019-01-23 18:58:00,9,,
1548288055,2019-01-23 19:00:00,9,,
1548288183,2019-01-23 19:03:00,9,,
1548288311,2019-01-23 19:05:00,9,,
1548288439,2019-01-23 19:07:00,9,,
1548288567,2019-01-23 19:09:00,9,,
1548288695,2019-01-23 19:11:00,9,,
1548288823,2019-01-23 19:13:00,9,,
1548288951,2019-01-23 19:15:00,9,,
1548289079,2019-01-23 19:17:00,9,,
1548289207,2019-01-23 19:20:00,9,,
1548289335,2019-01-23 19:22:00,9,,
1548289463,2019-01-23 19:24:00,9,,
1548289591,2019-01-23 19:26:00,9,,
1548289719,2019-01-23 19:28:00,9,,
1548289847,2019-01-23 19:30:00,9,,
1548289975,2019-01-23 19:32:00,9,,
1548290103,2019-01-23 19:35:00,9,,
1548290231,2019-01-23 19:37:00,9,,
1548290359,2019-01-23 19:39:00,9,,
1548290487,2019-01-23 19:41:00,9,,
1548290614,2019-01-23 19:43:00,9,,
1548290743,2019-01-23 19:45:00,9,,
1548290870,2019-01-23 19:47:00,9,1,36
1548290998,2019-01-23 19:49:00,9,1,22 36 54
1548291126,2019-01-23 19:52:00,9,1,22 36 54
1548291254,2019-01-23 19:54:00,9,1,22 36 54
1548291382,2019-01-23 19:56:00,9,1,22 36 54
1548291510,2019-01-23 19:58:00,9,1,22 36 54
1548291638,2019-01-23 20:00:00,9,1,22 36 54
1548293867,2019-01-23 20:37:00,9,1,22 36 54
1548293996,2019-01-23 20:39:00,9,1,22 36 54
1548294124,2019-01-23 20:42:00,9,1,22 36 54
1548294252,2019-01-23 20:44:00,9,1,22 36 54
1548294380,2019-01-23 20:46:00,9,1,22 36 54
1548294508,2019-01-23 20:48:00,9,1,22 36 54
1548294636,2019-01-23 20:50:00,9,1,22 36 54
1548294764,2019-01-23 20:52:00,9,1,22 36 54
1548295336,2019-01-23 21:02:00,9,1,22 54
1548295703,2019-01-23 21:08:00,9,3,1 2 6 8 11 22 23 32 36 37 54 57 
1548295994,2019-01-23 21:13:00,9,3,1 2 6 8 11 22 23 32 36 37 54 57 
1548296236,2019-01-23 21:17:00,10,,
1548296421,2019-01-23 21:20:00,10,,
1548296549,2019-01-23 21:22:00,10,,
1548296677,2019-01-23 21:24:00,10,,
1548296805,2019-01-23 21:26:00,10,,
1548296933,2019-01-23 21:28:00,10,,
1548297061,2019-01-23 21:31:00,10,,
1548297188,2019-01-23 21:33:00,10,,
1548297317,2019-01-23 21:35:00,10,,
1548297444,2019-01-23 21:37:00,10,,
1548297572,2019-01-23 21:39:00,10,,
1548297701,2019-01-23 21:41:00,10,,
1548297828,2019-01-23 21:43:00,10,,
1548297956,2019-01-23 21:45:00,10,,
1548298085,2019-01-23 21:48:00,10,,
1548298212,2019-01-23 21:50:00,10,,
1548298341,2019-01-23 21:52:00,10,,
1548298468,2019-01-23 21:54:00,10,,
1548298596,2019-01-23 21:56:00,10,,
1548298725,2019-01-23 21:58:00,10,,
1548298853,2019-01-23 22:00:00,10,,
1548298980,2019-01-23 22:03:00,10,,
1548299108,2019-01-23 22:05:00,10,,
1548299236,2019-01-23 22:07:00,10,,
1548299365,2019-01-23 22:09:00,10,,
1548299492,2019-01-23 22:11:00,10,,
1548299621,2019-01-23 22:13:00,10,,
1548299749,2019-01-23 22:15:00,10,,
1548299877,2019-01-23 22:17:00,10,,
1548300004,2019-01-23 22:20:00,10,,
1548300132,2019-01-23 22:22:00,10,,
1548300261,2019-01-23 22:24:00,10,,
1548300389,2019-01-23 22:26:00,10,,
1548300517,2019-01-23 22:28:00,10,,
1548300645,2019-01-23 22:30:00,10,,
1548300772,2019-01-23 22:32:00,10,,
1548300901,2019-01-23 22:35:00,10,,
1548301028,2019-01-23 22:37:00,10,,
1548301157,2019-01-23 22:39:00,10,,
1548301284,2019-01-23 22:41:00,10,,
1548301412,2019-01-23 22:43:00,10,,
1548301540,2019-01-23 22:45:00,10,,
1548301668,2019-01-23 22:47:00,10,,
1548301796,2019-01-23 22:49:00,10,,
1548301924,2019-01-23 22:52:00,10,,
1548302052,2019-01-23 22:54:00,10,,
1548302180,2019-01-23 22:56:00,10,,
1548336396,2019-01-24 08:26:00,11,,
1548336524,2019-01-24 08:28:00,11,,
1548336652,2019-01-24 08:30:00,11,,
1548336780,2019-01-24 08:33:00,11,,
1548336908,2019-01-24 08:35:00,11,,
1548337036,2019-01-24 08:37:00,11,,
1548337164,2019-01-24 08:39:00,11,,
1548337292,2019-01-24 08:41:00,11,,
1548337421,2019-01-24 08:43:00,11,,
1548337549,2019-01-24 08:45:00,11,,
1548337677,2019-01-24 08:47:00,11,,
1548337805,2019-01-24 08:50:00,11,,
1548337932,2019-01-24 08:52:00,11,,
1548338061,2019-01-24 08:54:00,11,,
1548338189,2019-01-24 08:56:00,11,,
1548338317,2019-01-24 08:58:00,11,,
1548338445,2019-01-24 09:00:00,11,,
1548338573,2019-01-24 09:02:00,11,,
1548338701,2019-01-24 09:05:00,11,,
1548338829,2019-01-24 09:07:00,11,,
1548338957,2019-01-24 09:09:00,11,,
1548339085,2019-01-24 09:11:00,11,,
1548339213,2019-01-24 09:13:00,11,,
1548339341,2019-01-24 09:15:00,11,,
1548339469,2019-01-24 09:17:00,11,,
1548339597,2019-01-24 09:19:00,11,,
1548339725,2019-01-24 09:22:00,11,,
1548339853,2019-01-24 09:24:00,11,,
1548339981,2019-01-24 09:26:00,11,,
1548340108,2019-01-24 09:28:00,11,,
1548340236,2019-01-24 09:30:00,11,,
1548340365,2019-01-24 09:32:00,11,,
1548340492,2019-01-24 09:34:00,11,,
1548340620,2019-01-24 09:37:00,11,,
1548340941,2019-01-24 09:42:00,11,,
1548341069,2019-01-24 09:44:00,11,,
1548341197,2019-01-24 09:46:00,11,,
1548341326,2019-01-24 09:48:00,11,,
1548341454,2019-01-24 09:50:00,11,,
1548341582,2019-01-24 09:53:00,11,,
1548341709,2019-01-24 09:55:00,11,,
1548341837,2019-01-24 09:57:00,11,,
1548341965,2019-01-24 09:59:00,11,,
1548342093,2019-01-24 10:01:00,11,,
1548342221,2019-01-24 10:03:00,11,,
1548342349,2019-01-24 10:05:00,11,,
1548342477,2019-01-24 10:07:00,11,,
1548342605,2019-01-24 10:10:00,11,,
1548342733,2019-01-24 10:12:00,11,,
1548342861,2019-01-24 10:14:00,11,,
1548342989,2019-01-24 10:16:00,11,,
1548343117,2019-01-24 10:18:00,11,,
1548343245,2019-01-24 10:20:00,11,,
1548343373,2019-01-24 10:22:00,11,,
1548343501,2019-01-24 10:25:00,11,,
1548343629,2019-01-24 10:27:00,11,,
1548343757,2019-01-24 10:29:00,11,,
1548343885,2019-01-24 10:31:00,11,,
1548344013,2019-01-24 10:33:00,11,,
1548344141,2019-01-24 10:35:00,11,,
1548344269,2019-01-24 10:37:00,11,,
1548344397,2019-01-24 10:39:00,11,,
1548344525,2019-01-24 10:42:00,11,,
1548344653,2019-01-24 10:44:00,11,,
1548344781,2019-01-24 10:46:00,11,,
1548344909,2019-01-24 10:48:00,11,,
1548345037,2019-01-24 10:50:00,11,,
1548345165,2019-01-24 10:52:00,11,,
1548345293,2019-01-24 10:54:00,11,,
1548345421,2019-01-24 10:57:00,11,,
1548345549,2019-01-24 10:59:00,11,,
1548345677,2019-01-24 11:01:00,11,,
1548345805,2019-01-24 11:03:00,11,,
1548345933,2019-01-24 11:05:00,11,,
1548346061,2019-01-24 11:07:00,11,,
1548346189,2019-01-24 11:09:00,11,,
1548346317,2019-01-24 11:11:00,11,,
1548346444,2019-01-24 11:14:00,11,,
1548346572,2019-01-24 11:16:00,11,,
1548346700,2019-01-24 11:18:00,11,,
1548346828,2019-01-24 11:20:00,11,,
1548346956,2019-01-24 11:22:00,11,,
1548347084,2019-01-24 11:24:00,11,,
1548347212,2019-01-24 11:26:00,11,,
1548347340,2019-01-24 11:29:00,11,,
1548347468,2019-01-24 11:31:00,11,,
1548347596,2019-01-24 11:33:00,11,,
1548347723,2019-01-24 11:35:00,11,,
1548347851,2019-01-24 11:37:00,11,,
1548347980,2019-01-24 11:39:00,11,,
1548348108,2019-01-24 11:41:00,11,,
1548348235,2019-01-24 11:43:00,11,,
1548348364,2019-01-24 11:46:00,11,,
1548348491,2019-01-24 11:48:00,11,,
1548348619,2019-01-24 11:50:00,11,,
1548348747,2019-01-24 11:52:00,11,,
1548348876,2019-01-24 11:54:00,11,,
1548349004,2019-01-24 11:56:00,11,,
1548349132,2019-01-24 11:58:00,11,,
1548349259,2019-01-24 12:00:00,11,,
1548349387,2019-01-24 12:03:00,11,,
1548349515,2019-01-24 12:05:00,11,,
1548349660,2019-01-24 12:07:00,11,,
1548349788,2019-01-24 12:09:00,11,,
1548349916,2019-01-24 12:11:00,11,,
1548350043,2019-01-24 12:14:00,11,,
1548350172,2019-01-24 12:16:00,11,,
1548350300,2019-01-24 12:18:00,11,,
1548350428,2019-01-24 12:20:00,11,,
1548350559,2019-01-24 12:22:00,11,,
1548350687,2019-01-24 12:24:00,11,,
1548350815,2019-01-24 12:26:00,11,,
1548350943,2019-01-24 12:29:00,11,,
1548351071,2019-01-24 12:31:00,11,,
1548351199,2019-01-24 12:33:00,11,,
1548351326,2019-01-24 12:35:00,11,,
1548351454,2019-01-24 12:37:00,11,,
1548351582,2019-01-24 12:39:00,11,,
1548351710,2019-01-24 12:41:00,11,,
1548351838,2019-01-24 12:43:00,11,,
1548351966,2019-01-24 12:46:00,11,,
1548352566,2019-01-24 12:56:00,11,,
1548352694,2019-01-24 12:58:00,11,,
1548352833,2019-01-24 13:00:00,11,,
1548423772,2019-01-25 08:42:00,12,,
1548423900,2019-01-25 08:45:00,12,,
1548424028,2019-01-25 08:47:00,12,,
1548424156,2019-01-25 08:49:00,12,,
1548424284,2019-01-25 08:51:00,12,,
1548424411,2019-01-25 08:53:00,12,,
1548424539,2019-01-25 08:55:00,12,,
1548424667,2019-01-25 08:57:00,12,,
1548424795,2019-01-25 08:59:00,12,,
1548424924,2019-01-25 09:02:00,12,,
1548425052,2019-01-25 09:04:00,12,,
1548425180,2019-01-25 09:06:00,12,,
1548425308,2019-01-25 09:08:00,12,,
1548425436,2019-01-25 09:10:00,12,,
1548425564,2019-01-25 09:12:00,12,,
1548425692,2019-01-25 09:14:00,12,,
1548425820,2019-01-25 09:17:00,12,,
1548425948,2019-01-25 09:19:00,12,,
1548426076,2019-01-25 09:21:00,12,,
1548426204,2019-01-25 09:23:00,12,,
1548426332,2019-01-25 09:25:00,12,,
1548426461,2019-01-25 09:27:00,12,,
1548426589,2019-01-25 09:29:00,12,,
1548426717,2019-01-25 09:31:00,12,,
1548430194,2019-01-25 10:29:00,12,9,8 22 54 
1548430323,2019-01-25 10:32:00,12,,
1548430451,2019-01-25 10:34:00,12,,
1548430579,2019-01-25 10:36:00,12,,
1548430708,2019-01-25 10:38:00,12,,
1548430836,2019-01-25 10:40:00,12,,
1548430964,2019-01-25 10:42:00,12,,
1548431092,2019-01-25 10:44:00,12,,
1548431220,2019-01-25 10:47:00,12,,
1548431349,2019-01-25 10:49:00,12,,
1548431477,2019-01-25 10:51:00,12,,
1548431605,2019-01-25 10:53:00,12,,
1548431733,2019-01-25 10:55:00,12,,
1548431861,2019-01-25 10:57:00,12,,
1548431989,2019-01-25 10:59:00,12,,
1548432117,2019-01-25 11:01:00,12,,
1548432246,2019-01-25 11:04:00,12,,
1548432374,2019-01-25 11:06:00,12,1,32
1548432501,2019-01-25 11:08:00,12,1,32
1548432630,2019-01-25 11:10:00,12,1,32
1548432758,2019-01-25 11:12:00,12,1,32
1548432886,2019-01-25 11:14:00,12,1,32
1548433014,2019-01-25 11:16:00,12,1,32
1548433142,2019-01-25 11:19:00,12,1,32
1548433270,2019-01-25 11:21:00,12,1,32
1548433398,2019-01-25 11:23:00,12,1,32
1548433526,2019-01-25 11:25:00,12,1,32
1548433654,2019-01-25 11:27:00,12,1,32
1548433782,2019-01-25 11:29:00,12,1,32
1548433910,2019-01-25 11:31:00,12,1,32
1548434038,2019-01-25 11:33:00,12,1,32
1548434167,2019-01-25 11:36:00,12,1,32
1548434410,2019-01-25 11:40:00,12,2,2 8 22 32 54 
1548434738,2019-01-25 11:45:00,12,2,8 22 54 
1548434867,2019-01-25 11:47:00,12,,
1548434994,2019-01-25 11:49:00,12,,
1548435122,2019-01-25 11:52:00,12,,
1548435250,2019-01-25 11:54:00,12,,
1548435378,2019-01-25 11:56:00,12,,
1548435507,2019-01-25 11:58:00,12,,
1548435634,2019-01-25 12:00:00,12,,
1548435763,2019-01-25 12:02:00,12,,
1548435890,2019-01-25 12:04:00,12,,
1548436019,2019-01-25 12:06:00,12,,
1548436146,2019-01-25 12:09:00,12,,
1548436274,2019-01-25 12:11:00,12,,
1548436403,2019-01-25 12:13:00,12,,
1548436531,2019-01-25 12:15:00,12,,
1548436659,2019-01-25 12:17:00,12,,
1548436787,2019-01-25 12:19:00,12,,
1548436915,2019-01-25 12:21:00,12,,
1548437043,2019-01-25 12:24:00,12,,
1548437171,2019-01-25 12:26:00,12,,
1548437299,2019-01-25 12:28:00,12,,
1548437427,2019-01-25 12:30:00,12,,
1548437555,2019-01-25 12:32:00,12,,
1548437683,2019-01-25 12:34:00,12,,
1548437811,2019-01-25 12:36:00,12,,
1548437939,2019-01-25 12:38:00,12,,
1548438067,2019-01-25 12:41:00,12,,
1548438195,2019-01-25 12:43:00,12,,
1548438323,2019-01-25 12:45:00,12,,
1548438451,2019-01-25 12:47:00,12,,
1548438578,2019-01-25 12:49:00,12,,
1548438707,2019-01-25 12:51:00,12,,
1548438835,2019-01-25 12:53:00,12,,
1548438962,2019-01-25 12:56:00,12,,
1548439090,2019-01-25 12:58:00,12,,
1548439218,2019-01-25 13:00:00,12,,
1548439346,2019-01-25 13:02:00,12,,
1548439474,2019-01-25 13:04:00,12,,
1548439602,2019-01-25 13:06:00,12,,
1548439730,2019-01-25 13:08:00,12,,
1548439858,2019-01-25 13:10:00,12,,
1548439986,2019-01-25 13:13:00,12,,
1548440114,2019-01-25 13:15:00,12,,
1548440242,2019-01-25 13:17:00,12,,
1548440370,2019-01-25 13:19:00,12,,
1548440498,2019-01-25 13:21:00,12,,
1548440626,2019-01-25 13:23:00,12,,
1548440754,2019-01-25 13:25:00,12,,
1548440881,2019-01-25 13:28:00,12,,
1548441010,2019-01-25 13:30:00,12,,
1548441138,2019-01-25 13:32:00,12,,
1548441265,2019-01-25 13:34:00,12,,
1548441393,2019-01-25 13:36:00,12,,
1548441521,2019-01-25 13:38:00,12,,
1548441650,2019-01-25 13:40:00,12,,
1548441777,2019-01-25 13:42:00,12,,
1548441905,2019-01-25 13:45:00,12,,
1548442210,2019-01-25 13:50:00,12,,
1548442338,2019-01-25 13:52:00,12,,
1548442466,2019-01-25 13:54:00,12,,
1548442593,2019-01-25 13:56:00,12,,
1548442722,2019-01-25 13:58:00,12,,
1548442850,2019-01-25 14:00:00,12,,
1548442978,2019-01-25 14:02:00,12,,
1548443105,2019-01-25 14:05:00,12,,
1548443233,2019-01-25 14:07:00,12,,
1548443361,2019-01-25 14:09:00,12,,
1548443489,2019-01-25 14:11:00,12,,
1548443617,2019-01-25 14:13:00,12,,
1548443745,2019-01-25 14:15:00,12,,
1548443873,2019-01-25 14:17:00,12,,
1548444001,2019-01-25 14:20:00,12,,
1548444132,2019-01-25 14:22:00,12,,
1548444260,2019-01-25 14:24:00,12,,
1548444388,2019-01-25 14:26:00,12,,
1548444516,2019-01-25 14:28:00,12,,
1548444644,2019-01-25 14:30:00,12,,
1548444772,2019-01-25 14:32:00,12,,
1548444900,2019-01-25 14:35:00,12,,
1548445028,2019-01-25 14:37:00,12,,
1548445156,2019-01-25 14:39:00,12,,
1548445284,2019-01-25 14:41:00,12,,
1548445412,2019-01-25 14:43:00,12,,
1548445540,2019-01-25 14:45:00,12,,
1548445668,2019-01-25 14:47:00,12,,
1548445795,2019-01-25 14:49:00,12,,
1548445924,2019-01-25 14:52:00,12,,
1548446052,2019-01-25 14:54:00,12,,
1548446180,2019-01-25 14:56:00,12,,
1548446307,2019-01-25 14:58:00,12,,
1548446435,2019-01-25 15:00:00,12,,
1548446564,2019-01-25 15:02:00,12,,
1548446692,2019-01-25 15:04:00,12,,
1548446820,2019-01-25 15:07:00,12,,
1548446947,2019-01-25 15:09:00,12,,
1548447075,2019-01-25 15:11:00,12,,
1548447204,2019-01-25 15:13:00,12,,
1548447332,2019-01-25 15:15:00,12,,
1548447459,2019-01-25 15:17:00,12,,
1548447587,2019-01-25 15:19:00,12,,
1548447715,2019-01-25 15:21:00,12,,
1548447843,2019-01-25 15:24:00,12,,
1548447971,2019-01-25 15:26:00,12,,
1548448099,2019-01-25 15:28:00,12,,
1548448227,2019-01-25 15:30:00,12,,
1548448355,2019-01-25 15:32:00,12,,
1548448483,2019-01-25 15:34:00,12,,
1548448611,2019-01-25 15:36:00,12,,
1548448738,2019-01-25 15:38:00,12,,
1548448867,2019-01-25 15:41:00,12,,
1548448994,2019-01-25 15:43:00,12,,
1548449122,2019-01-25 15:45:00,12,,
1548449257,2019-01-25 15:47:00,12,,
1548449385,2019-01-25 15:49:00,12,,
1548449512,2019-01-25 15:51:00,12,,
1548449640,2019-01-25 15:54:00,12,,
1548449768,2019-01-25 15:56:00,12,,
1548449897,2019-01-25 15:58:00,12,,
1548450024,2019-01-25 16:00:00,12,,
1548450152,2019-01-25 16:02:00,12,,
1548450280,2019-01-25 16:04:00,12,,
1548450408,2019-01-25 16:06:00,12,,
1548450536,2019-01-25 16:08:00,12,,
1548450663,2019-01-25 16:11:00,12,,
1548450791,2019-01-25 16:13:00,12,,
1548450919,2019-01-25 16:15:00,12,,
1548451047,2019-01-25 16:17:00,12,,
1548451175,2019-01-25 16:19:00,12,,
1548451303,2019-01-25 16:21:00,12,,
1548451431,2019-01-25 16:23:00,12,,
1548451559,2019-01-25 16:25:00,12,,
1548451687,2019-01-25 16:28:00,12,,
1548451815,2019-01-25 16:30:00,12,,
1548451943,2019-01-25 16:32:00,12,,
1548452070,2019-01-25 16:34:00,12,,
1548452198,2019-01-25 16:36:00,12,,
1548452326,2019-01-25 16:38:00,12,,
1548452454,2019-01-25 16:40:00,12,,
1548452582,2019-01-25 16:43:00,12,,
1548452710,2019-01-25 16:45:00,12,,
1548452838,2019-01-25 16:47:00,12,,
1548452966,2019-01-25 16:49:00,12,,
1548453094,2019-01-25 16:51:00,12,,
1548453222,2019-01-25 16:53:00,12,,
1548453350,2019-01-25 16:55:00,12,,
1548453477,2019-01-25 16:57:00,12,,
1548453605,2019-01-25 17:00:00,12,,
1548454026,2019-01-25 17:07:00,12,,
1548454154,2019-01-25 17:09:00,12,,
1548455696,2019-01-25 17:34:00,12,,
1548455825,2019-01-25 17:37:00,12,,
1548455952,2019-01-25 17:39:00,12,,
1548456081,2019-01-25 17:41:00,12,,
1548456209,2019-01-25 17:43:00,12,,
1548456337,2019-01-25 17:45:00,12,,
1548456465,2019-01-25 17:47:00,12,,
1548456594,2019-01-25 17:49:00,12,,
1548456722,2019-01-25 17:52:00,12,,
1548456850,2019-01-25 17:54:00,12,,
1548456978,2019-01-25 17:56:00,12,,
1548457106,2019-01-25 17:58:00,12,,
1548457234,2019-01-25 18:00:00,12,,
1548457362,2019-01-25 18:02:00,12,,
1548457491,2019-01-25 18:04:00,12,,
1548457618,2019-01-25 18:06:00,12,,
1548457747,2019-01-25 18:09:00,12,,
1548457875,2019-01-25 18:11:00,12,,
1548458002,2019-01-25 18:13:00,12,,
1548458131,2019-01-25 18:15:00,12,,
